2021-03-09T18:49:36.916306600Z: Mission still running!
2021-03-09T18:49:37.403349600Z: Mission still running!
2021-03-09T18:49:40.917180300Z: Mission still running!
2021-03-09T18:49:41.404199Z: Mission still running!
2021-03-09T18:49:44.918760500Z: Mission still running!
2021-03-09T18:49:45.404880Z: Mission still running!
2021-03-09T18:49:48.920827Z: Mission still running!
2021-03-09T18:49:49.405491Z: Mission still running!
2021-03-09T18:49:52.921607200Z: Mission still running!
2021-03-09T18:49:53.407687900Z: Mission still running!
2021-03-09T18:50:50.141218500Z: Command centre initialising...
2021-03-09T18:51:06.425266700Z: Mission 'Mars' to destination null created.
2021-03-09T18:51:10.423742900Z: Mission still running!
2021-03-09T18:51:14.424966800Z: Mission still running!
2021-03-09T18:51:18.425824300Z: Mission still running!
2021-03-09T18:51:22.427989700Z: Mission still running!
2021-03-09T18:51:26.428877200Z: Mission still running!
2021-03-09T18:51:30.429890500Z: Mission still running!
2021-03-09T18:51:34.431087300Z: Mission still running!
2021-03-09T18:51:38.432027900Z: Mission still running!
2021-03-09T18:51:42.432659400Z: Mission still running!
2021-03-09T18:51:46.433482300Z: Mission still running!
2021-03-09T18:51:50.436160Z: Mission still running!
2021-03-09T18:51:54.437114200Z: Mission still running!
2021-03-09T18:51:58.439366Z: Mission still running!
2021-03-09T18:52:03.401921300Z: Command centre initialising...
2021-03-09T18:52:18.428266400Z: Mission 'aaaaa' to destination name: Mars
orbiting: Sol
mass: 6.417099999999999E23
distance: 2.492E8 azimuth: 0.0 polar angle: 0.0 created.
2021-03-09T18:52:22.415369300Z: Mission still running!
2021-03-09T18:52:26.416881600Z: Mission still running!
2021-03-09T18:52:30.417821900Z: Mission still running!
2021-03-09T18:52:34.419116700Z: Mission still running!
2021-03-09T18:52:38.421330700Z: Mission still running!
2021-03-09T18:52:42.422800700Z: Mission still running!
2021-03-09T18:52:47.245810400Z: Command centre initialising...
2021-03-09T18:52:58.690798600Z: Mission 'mars22' to destination name: Mars
orbiting: Sol
mass: 6.417099999999999E23
distance: 2.492E8 azimuth: 0.0 polar angle: 0.0 created.
2021-03-09T18:53:02.677433600Z: Mission still running!
2021-03-09T18:53:06.678259200Z: Mission still running!
2021-03-09T18:53:10.679795300Z: Mission still running!
2021-03-09T18:53:14.681895500Z: Mission still running!
2021-03-09T18:53:18.682504Z: Mission still running!
2021-03-09T18:53:25.116614900Z: Command centre initialising...
2021-03-09T18:53:34.796455200Z: Mission 'Mars' to destination name: Mars
orbiting: Sol
mass: 6.417099999999999E23
distance: 2.492E8 azimuth: 0.0 polar angle: 0.0 created.
2021-03-09T18:53:38.784343600Z: Mission still running!
2021-03-09T18:53:42.785200800Z: Mission still running!
2021-03-09T18:53:46.785966100Z: Mission still running!
2021-03-09T18:53:50.788121100Z: Mission still running!
2021-03-09T18:53:54.790605900Z: Mission still running!
2021-03-09T18:53:58.791682700Z: Mission still running!
2021-03-09T18:54:02.792342300Z: Mission still running!
2021-03-09T18:54:06.793612500Z: Mission still running!
2021-03-09T18:54:10.794882Z: Mission still running!
2021-03-09T18:54:14.796922800Z: Mission still running!
2021-03-09T18:54:18.799004800Z: Mission still running!
2021-03-09T18:54:22.801130200Z: Mission still running!
2021-03-09T18:54:26.803625900Z: Mission still running!
2021-03-09T18:54:30.804993700Z: Mission still running!
2021-03-09T18:54:34.805849400Z: Mission still running!
2021-03-09T18:54:38.808081900Z: Mission still running!
2021-03-09T18:54:42.808998100Z: Mission still running!
2021-03-09T18:54:46.811263400Z: Mission still running!
2021-03-09T18:54:50.813284100Z: Mission still running!
2021-03-09T18:54:54.814158600Z: Mission still running!
2021-03-09T18:54:58.815296700Z: Mission still running!
2021-03-09T18:55:02.816711Z: Mission still running!
2021-03-09T18:55:06.817330600Z: Mission still running!
2021-03-09T18:55:10.818308900Z: Mission still running!
2021-03-09T18:55:14.820315700Z: Mission still running!
2021-03-09T18:55:18.821052400Z: Mission still running!
2021-03-09T18:55:22.822207Z: Mission still running!
2021-03-09T18:55:26.823180200Z: Mission still running!
2021-03-09T18:55:30.825387400Z: Mission still running!
2021-03-09T18:55:34.826083600Z: Mission still running!
2021-03-09T18:55:38.826837800Z: Mission still running!
2021-03-09T18:55:42.828059200Z: Mission still running!
